Время (с),Координата X (м),Координата Y (м),Координата Z (м)
400320.0,-19622276.461368665,-15781595.297547776,-8448863.394769631
400380.0,-19556639.181814753,-15768271.551522924,-8623951.80127138
400440.0,-19489760.52423078,-15754621.845319621,-8798379.622670218
400500.0,-19421641.522984505,-15740657.816880483,-8972133.49565051
400560.0,-19352283.385648634,-15726391.112438623,-9145200.108440373
400620.0,-19281687.492994905,-15711833.384333085,-9317566.201832827
400680.0,-19209855.398959044,-15696996.288824026,-9489218.570203265
400740.0,-19136788.830576986,-15681891.483907882,-9660144.062522441
400800.0,-19062489.687891368,-15666530.62713356,-9830329.58336565
400860.0,-18986960.04382938,-15650925.37341936,-9999762.09391722
400920.0,-18910202.14405159,-15635087.3728711,-10168428.612970928
400980.0,-18832218.406771492,-15619028.268601984,-10336316.217926137
401040.0,-18753011.422546443,-15602759.694554608,-10503412.045778912
401100.0,-18672583.954038847,-15586293.273325779,-10669703.294109216
401160.0,-18590938.93574949,-15569640.613993306,-10835177.222062897
401220.0,-18508079.473721135,-15552813.309946839,-10999821.151329312
401280.0,-18424008.845213518,-15535822.936722059,-11163622.467113962
401340.0,-18338730.498349667,-15518681.049838692,-11326568.619106306
401400.0,-18252248.05173343,-15501399.182642873,-11488647.122442752
401460.0,-18164565.294038426,-15483988.84415437,-11649845.558664229
401520.0,-18075686.183567915,-15466461.516919091,-11810151.576669198
401580.0,-17985614.847786702,-15448828.654866755,-11969552.893661069
401640.0,-17894355.582824685,-15431101.681174047,-12128037.29609056
401700.0,-17801912.85295102,-15413291.986135278,-12285592.640592791
401760.0,-17708291.290021244,-15395410.925038263,-12442206.854918675
401820.0,-17613495.692895517,-15377469.816047737,-12597867.938861286
401880.0,-17517531.02682875,-15359479.93809621,-12752563.965176497
401940.0,-17420402.422833137,-15341452.528782386,-12906283.080497665
402000.0,-17322115.177012105,-15323398.782277683,-13059013.506245464
402060.0,-17222674.749867354,-15305329.847240902,-13210743.539531142
402120.0,-17122086.765577752,-15287256.824742045,-13361461.554054296
402180.0,-17020357.011250217,-15269190.76619545,-13511156.000995064
402240.0,-16917491.43614432,-15251142.671301626,-13659815.409899736
402300.0,-16813496.15086859,-15233123.485999815,-13807428.389560943
402360.0,-16708377.426550098,-15215144.100430433,-13953983.6288913
402420.0,-16602141.693976767,-15197215.346908111,-14099469.897791378
402480.0,-16494795.542713448,-15179347.997905415,-14243876.048010852
402540.0,-16386345.720190492,-15161552.764048282,-14387191.014003888
402600.0,-16276799.130765855,-15143840.292123057,-14529403.813778087
402660.0,-16166162.834761454,-15126221.163095169,-14670503.549736546
402720.0,-16054444.04747272,-15108705.890140042,-14810479.40951421
402780.0,-15941650.138151914,-15091304.916687531,-14949320.66680695
402840.0,-15827788.628965862,-15074028.61447845,-15087016.682194568
402900.0,-15712867.193928111,-15056887.281634677,-15223556.903956797
402960.0,-15596893.657805001,-15039891.140743181,-15358930.868882796
403020.0,-15479875.994996734,-15023050.33695399,-15493128.203073598
403080.0,-15361822.328393154,-15006374.936092328,-15626138.62273791
403140.0,-15242740.928204665,-14989874.922785435,-15757951.93498098
403200.0,-15122640.210768018,-14973560.198604621,-15888558.038586453
403260.0,-15001528.737327822,-14957440.58022257,-16017946.924790988
403320.0,-14879415.212793674,-14941525.797585972,-16146108.678052178
403380.0,-14756308.484472811,-14925825.49210452,-16273033.476809029
403440.0,-14632217.540779121,-14910349.214856062,-16398711.594235219
403500.0,-14507151.509918075,-14895106.424808294,-16523133.39898531
403560.0,-14381119.658548733,-14880106.48705716,-16646289.355933325
403620.0,-14254131.390421722,-14865358.671082832,-16768170.026904259
403680.0,-14126196.24499449,-14850872.14902309,-16888766.071397904
403740.0,-13997323.896023802,-14836655.993964376,-17008068.247305285
403800.0,-13867524.150135713,-14822719.178250741,-17126067.411617633
403860.0,-13736806.945372768,-14809070.571811937,-17242754.521127447
403920.0,-13605182.349719454,-14795718.940509487,-17358120.633122306
403980.0,-13472660.559605936,-14782672.944501858,-17472156.90607063
404040.0,-13339251.898389647,-14769941.13662919,-17584854.600299973
404100.0,-13204966.81481595,-14757531.960817419,-17696205.07866725
404160.0,-13069815.881457694,-14745453.750502083,-17806199.80722118
404220.0,-12933809.793133818,-14733714.727072317,-17914830.355856966
404280.0,-12796959.365307612,-14722322.99833524,-18022088.39896273
404340.0,-12659275.532464208,-14711286.55700113,-18127965.71605818
404400.0,-12520769.346468613,-14700613.279189114,-18232454.192425206
404460.0,-12381451.974904103,-14690310.92295423,-18335545.81973002
404520.0,-12241334.69939022,-14680387.126836125,-18437232.696637705
404580.0,-12100428.9138828,-14670849.408429,-18537507.029418036
404640.0,-11958746.122954443,-14661705.162973663,-18636361.132543437
404700.0,-11816297.940056615,-14652961.661971759,-18733787.42927835
404760.0,-11673096.085763283,-14644626.051822476,-18829778.452260457
404820.0,-11529152.385996636,-14636705.352481782,-18924326.844073474
404880.0,-11384478.770235606,-14629206.45614425,-19017425.357811514
404940.0,-11239087.26970619,-14622136.125948701,-19109066.857634816
405000.0,-11092990.015554957,-14615500.994706571,-19199244.319317367
405060.0,-10946199.237006515,-14609307.56365386,-19287950.83078548
405120.0,-10798727.259503407,-14603562.20122715,-19375179.592648175
405180.0,-10650586.502830677,-14598271.141863452,-19460923.918718655
405240.0,-10501789.479224078,-14593440.484824184,-19545177.23652732
405300.0,-10352348.79146356,-14589076.193043457,-19627933.087825827
405360.0,-10202277.130950626,-14585184.092001218,-19709185.129082687
405420.0,-10051587.275771264,-14581769.868621128,-19788927.131969873
405480.0,-9900292.088744888,-14578839.070193041,-19867152.983840566
405540.0,-9748404.515458139,-14576397.103321165,-19943856.68819828
405600.0,-9595937.582285484,-14574449.232897308,-20019032.3651568
405660.0,-9442904.394396001,-14573000.58109971,-20092674.251891416
405720.0,-9289318.133747425,-14572056.12641743,-20164776.70308103
405780.0,-9135192.057066781,-14571620.702700846,-20235334.19134139
405840.0,-8980539.493818685,-14571698.99823815,-20304341.307649214
405900.0,-8825373.844161773,-14572295.554857934,-20371792.76175725
405960.0,-8669708.57689341,-14573414.767057974,-20437683.382600274
406020.0,-8513557.227382129,-14575060.881161114,-20502008.118691962
406080.0,-8356933.395489946,-14577237.994497163,-20564762.03851254
406140.0,-8199850.743483276,-14579950.054611925,-20625940.330887396
406200.0,-8042322.993934124,-14583200.858503027,-20685538.305356245
406260.0,-7884363.927610241,-14586994.051883034,-20743551.39253328
406320.0,-7725987.381356554,-14591333.128469536,-20799975.144457936
406380.0,-7567207.2459669495,-14596221.42930256,-20854805.23493634
406440.0,-7408037.464046891,-14601662.1420896,-20908037.459873527
406500.0,-7248492.027867452,-14607658.30057817,-20959667.737596255
406560.0,-7088584.9772118535,-14614212.78395578,-21009692.10916637
406620.0,-6928330.397213027,-14621328.316278009,-21058106.738684967
406680.0,-6767742.416184467,-14629007.465924304,-21104907.913586933
406740.0,-6606835.203443513,-14637252.645081747,-21150092.0449262
406800.0,-6445622.967128519,-14646066.109256819,-21193655.667651393
406860.0,-6284119.952008861,-14655449.956815433,-21235595.44087214
406920.0,-6122340.437289322,-14665406.12855117,-21275908.148115754
406980.0,-5960298.734408718,-14675936.407281816,-21314590.697574474
407040.0,-5798009.184833721,-14687042.417474031,-21351640.122343145
407100.0,-5635486.157847046,-14698725.624896923,-21387053.580647245
407160.0,-5472744.048331359,-14710987.3363038,-21420828.35606153
407220.0,-5309797.2745496305,-14723828.699142445,-21452961.857718877
407280.0,-5146660.275921091,-14737250.701294146,-21483451.620509617
407340.0,-4983347.510793611,-14751254.170841452,-21512295.3052713
407400.0,-4819873.454213986,-14765839.775864365,-21539490.698968638
407460.0,-4656252.595694862,-14781008.024265435,-21565035.71486398
407520.0,-4492499.436979651,-14796759.263623621,-21588928.39267801
407580.0,-4328628.489805253,-14813093.681076966,-21611166.898740847
407640.0,-4164654.2736640405,-14830011.303233907,-21631749.526133318
407700.0,-4000591.3135641813,-14847511.996113608,-21650674.694818687
407760.0,-3836454.1377889584,-14865595.465115104,-21667940.951764558
407820.0,-3672257.2756564613,-14884261.255015215,-21683546.971055128
407880.0,-3508015.2552791806,-14903508.749995295,-21697491.55399364
407940.0,-3343742.601323339,-14923337.173696952,-21709773.629195146
408000.0,-3179453.832769791,-14943745.589306522,-21720392.252669528
408060.0,-3015163.4606756433,-14964732.899668382,-21729346.607894715
408120.0,-2850885.9859381644,-14986297.84742695,-21736636.005880184
408180.0,-2686635.897059167,-15008439.01519778,-21742259.88522071
408240.0,-2522427.6679132315,-15031154.825767078,-21746217.81214031
408300.0,-2358275.7555179466,-15054443.542320086,-21748509.480526384
408360.0,-2194194.5978073822,-15078303.268698152,-21749134.711954225
408420.0,-2030198.611408401,-15102731.949684452,-21748093.45570153
408480.0,-1866302.1894220314,-15127727.371318245,-21745385.788753368
408540.0,-1702519.6992078372,-15153287.1612377,-21741011.915797167
408600.0,-1538865.4801739487,-15179408.789051168,-21734972.16920807
408660.0,-1375353.8415707657,-15206089.566736998,-21727267.009024408
408720.0,-1211999.0602913718,-15233326.649071515,-21717897.02291347
408780.0,-1048815.3786767656,-15261117.034085399,-21706862.92612745
408840.0,-885817.0023274699,-15289457.563548248,-21694165.561449643
408900.0,-723018.0979213517,-15318344.923481252,-21679805.899130855
408960.0,-560432.7910390003,-15347775.644697828,-21663785.036816098
409020.0,-398075.16399538936,-15377746.103372313,-21646104.19946145
409080.0,-235959.2536794874,-15408252.521636415,-21626764.739241213
409140.0,-74099.0494017289,-15439290.968203435,-21605768.135445323
409200.0,87491.50924942642,-15470857.359020058,-21583115.99436699
409260.0,248798.53454392636,-15502947.45794579,-21558810.049180653
409320.0,409808.1927360599,-15535556.877459655,-21532852.159810167
409380.0,570506.7061815839,-15568681.079394283,-21505244.312787298
409440.0,730880.3554451433,-15602315.375697123,-21475988.6211005
409500.0,890915.4813974034,-15636454.929218624,-21445087.324034046
409560.0,1050598.4873019797,-15671094.754527416,-21412542.78699742
409620.0,1209915.8408911768,-15706229.718752148,-21378357.50134506
409680.0,1368854.076430698,-15741854.542449964,-21342534.08418648
409740.0,1527399.7967734332,-15777963.800501488,-21305075.278186698
409800.0,1685539.6754002115,-15814551.923032014,-21265983.951357048
409860.0,1843260.458449244,-15851613.196358941,-21225263.096836463
409920.0,2000548.9667329509,-15889141.76396512,-21182915.832663022
409980.0,2157392.09774134,-15927131.627498023,-21138945.401536044
410040.0,2313776.827632703,-15965576.647794655,-21093355.17056853
410100.0,2469690.213210388,-16004470.5459318,-21046148.631030116
410160.0,2625119.3938859194,-16043806.9043016,-20997329.39808052
410220.0,2780051.59362782,-16083579.167712279,-20946901.210493393
410280.0,2934474.122895235,-16123780.644513791,-20894867.930370804
410340.0,3088374.380557889,-16164404.50774805,-20841233.542848174
410400.0,3241739.855799811,-16205443.796323856,-20786002.155789796
410460.0,3394558.1300076116,-16246891.416216057,-20729177.999474976
410520.0,3546816.878643198,-16288740.14168882,-20670765.42627471
410580.0,3698503.873100429,-16330982.616542801,-20610768.910319023
410640.0,3849606.982544682,-16373611.355386043,-20549193.047155
410700.0,4000114.1757358685,-16416618.74492832,-20486042.55339542
410760.0,4150013.522834614,-16459997.04529877,-20421322.26635816
410820.0,4299293.197190731,-16503738.391386377,-20355037.143696263
410880.0,4447941.477113589,-16547834.794203503,-20287192.263018917
410940.0,4595946.747625386,-16592278.142271804,-20217792.821502913
411000.0,4743297.50219507,-16637060.203030434,-20146844.135495342
411060.0,4889982.3444543155,-16682172.624266427,-20074351.64010679
411120.0,5035989.989894228,-16727606.935566902,-20000320.888795532
411180.0,5181309.267542793,-16773354.549792731,-19924757.552942708
411240.0,5325929.121623558,-16819406.76457362,-19847667.421418265
411300.0,5469838.613193193,-16865754.763824232,-19769056.400138076
411360.0,5613026.921760131,-16912389.61928112,-19688930.511611927
411420.0,5755483.346882735,-16959302.29206015,-19607295.8944825
411480.0,5897197.309746238,-17006483.634234216,-19524158.80305565
411540.0,6038158.354719428,-17053924.390431024,-19439525.60682151
411600.0,6178356.150889779,-17101615.199450493,-19353402.789966963
411660.0,6317780.49357777,-17149546.59590158,-19265796.95087918
411720.0,6456421.305828949,-17197709.01185835,-19176714.801640384
411780.0,6594268.639884227,-17246092.77853492,-19086163.167513933
411840.0,6731312.678628214,-17294688.127978913,-18994148.986421663
411900.0,6867543.737015383,-17343485.194783155,-18900679.308412485
411960.0,7002952.263472789,-17392474.017815575,-18805761.29512252
412020.0,7137528.841280752,-17441644.541966617,-18709402.219226453
412080.0,7271264.189929901,-17490986.619914003,-18611609.46388064
412140.0,7404149.166455482,-17540490.013904776,-18512390.52215723
412200.0,7536174.766747059,-17590144.39755404,-18411752.996470418
412260.0,7667332.126835564,-17639939.3576601,-18309704.59799377
412320.0,7797612.524155751,-17689864.396035723,-18206253.146069527
412380.0,7927007.378784395,-17739908.931355502,-18101406.567609377
412440.0,8055508.254654349,-17790062.301018465,-17995172.896487016
412500.0,8183106.86074389,-17840313.763025913,-17887560.272922497
412560.0,8309795.05224122,-17890652.49787426,-17778576.942858297
412620.0,8435564.831683496,-17941067.610462368,-17668231.257327463
412680.0,8560408.350071542,-17991548.13201307,-17556531.671813317
412740.0,8684317.907958597,-18042083.022008494,-17443486.74560139
412800.0,8807285.956513427,-18092661.17013908,-17329105.141123343
412860.0,8929305.098557623,-18143271.398265816,-17213395.62329281
412920.0,9050368.089577505,-18193902.462395217,-17096367.05883336
412980.0,9170467.838709358,-18244543.054666787,-16978028.415598802
413040.0,9289597.40969859,-18295181.80535297,-16858388.761885386
413100.0,9407750.021832272,-18345807.28487066,-16737457.265736599
413160.0,9524919.050845588,-18396408.005804177,-16615243.194240008
413220.0,9641098.029801026,-18446972.424939595,-16491755.912816629
413280.0,9756280.649940712,-18497488.945309773,-16367004.884502564
413340.0,9870460.761511927,-18547945.91824979,-16240999.669223346
413400.0,9983632.374565696,-18598331.64546228,-16113749.923060503
413460.0,10095789.659727149,-18648634.38109293,-15985265.397511061
413520.0,10206926.948939353,-18698842.33381498,-15855555.938739387
413580.0,10317038.736179508,-18748943.668922704,-15724631.486821825
413640.0,10426119.67814682,-18798926.51043375,-15592502.074984243
413700.0,10534164.594923113,-18848778.9431997,-15459177.828832135
413760.0,10641168.470605459,-18898489.01502441,-15324668.965573762
413820.0,10747126.453910714,-18948044.73878988,-15188985.793236313
413880.0,10852033.858752195,-18997434.094589464,-15052138.709874725
413940.0,10955886.164787553,-19046645.031867824,-14914138.202773906
414000.0,11058679.017938834,-19095665.471567243,-14774994.847644018
414060.0,11160408.230884597,-19144483.308279905,-14634719.307808613
414120.0,11261069.783522189,-19193086.41240619,-14493322.333386555
414180.0,11360659.82340298,-19241462.632317983,-14350814.760466682
414240.0,11459174.666138202,-19289599.79652694,-14207207.510276267
414300.0,11556610.795776242,-19337485.715857405,-14062511.588342672
414360.0,11652964.865151145,-19385108.185623605,-13916738.08364853
414420.0,11748233.696202457,-19432454.98781047,-13769898.16778062
414480.0,11842414.280266402,-19479513.893257767,-13622003.094072137
414540.0,11935503.778337847,-19526272.663847595,-13473064.196738917
414600.0,12027499.521302996,-19572719.054694597,-13323092.89000919
414660.0,12118399.010144522,-19618840.81633781,-13172100.667247202
414720.0,12208199.916116107,-19664625.69693514,-13020099.100071002
414780.0,12296900.080888527,-19710061.44445928,-12867099.837463656
414840.0,12384497.516667375,-19755135.80889417,-12713114.604879072
414900.0,12470990.406280786,-19799836.544432893,-12558155.20334145
414960.0,12556377.103238482,-19844151.41167567,-12402233.508539265
415020.0,12640656.131761976,-19888068.179827757,-12245361.469913183
415080.0,12723826.1867849,-19931574.628897443,-12087551.109738417
415140.0,12805886.133925598,-19974658.55189243,-11928814.522201627
415200.0,12886835.009429526,-20017307.75701577,-11769163.872471943
415260.0,12966672.020082526,-20059510.069860388,-11608611.395766778
415320.0,13045396.543096468,-20101253.33560081,-11447169.396412052
415380.0,13123008.125964407,-20142525.421183445,-11284850.246897236
415440.0,13199506.486287005,-20183314.21751421,-11121666.386924997
415500.0,13274891.51157106,-20223607.64164225,-10957630.322455827
415560.0,13349163.258998187,-20263393.638941083,-10792754.624747267
415620.0,13422321.95516414,-20302660.18528596,-10627051.929388585
415680.0,13494367.995791331,-20341395.2892261,-10460534.935329763
415740.0,13565301.945410265,-20379586.99415345,-10293216.40390654
415800.0,13635124.537014002,-20417223.380465925,-10125109.15785963
415860.0,13703836.67168311,-20454292.567725312,-9956226.080350045
415920.0,13771439.418181935,-20490782.716810092,-9786580.113969253
415980.0,13837934.012527544,-20526682.032061107,-9616184.259744974
416040.0,13903321.85752906,-20561978.7634217,-9445051.576142408
416100.0,13967604.522298738,-20596661.208571043,-9273195.17806095
416160.0,14030783.741735928,-20630717.715049457,-9100628.235826794
416220.0,14092861.415981788,-20664136.68237696,-8927363.974181037
416280.0,14153839.609845977,-20696906.56416396,-8753415.67126355
416340.0,14213720.552206382,-20729015.870212816,-8578796.657593181
416400.0,14272506.635380125,-20760453.168611623,-8403520.31504326
416460.0,14330200.414467078,-20791207.08781857,-8227600.075813679
416520.0,14386804.606666127,-20821266.3187369,-8051049.421398822
416580.0,14442322.090562977,-20850619.616780628,-7873881.881551878
416640.0,14496755.90539233,-20879255.803929146,-7696111.033245251
416700.0,14550109.250271324,-20907163.770772297,-7517750.499627515
416760.0,14602385.483405996,-20934332.478544623,-7338813.948976739
416820.0,14653588.121272195,-20960750.96114752,-7159315.09365025
416880.0,14703720.837768324,-20986408.32716082,-6979267.689031123
416940.0,14752787.46334124,-21011293.761842534,-6798685.532471577
417000.0,14800791.9840875,-21035396.52911534,-6617582.462232568
417060.0,14847738.540826302,-21058705.973541684,-6435972.356420853
417120.0,14893631.42814736,-21081211.522285342,-6253869.131922583
417180.0,14938475.093432598,-21102902.68705979,-6071286.743334163
417240.0,14982274.135851327,-21123769.06606354,-5888239.181890147
417300.0,15025033.305331422,-21143800.345900435,-5704740.474388241
417360.0,15066757.501503557,-21162986.303486653,-5520804.682111643
417420.0,15107451.772620121,-21181316.807943176,-5336445.899748897
417480.0,15147121.314450702,-21198781.822472293,-5151678.25431082
417540.0,15185771.469150912,-21215371.406219944,-4966515.904045505
417600.0,15223407.724107042,-21231075.71612233,-4780973.0373502765
417660.0,15260035.710757049,-21245885.00873585,-4595063.871682048
417720.0,15295661.203386547,-21259789.642051604,-4408802.652464747
417780.0,15330290.117900092,-21272780.077293564,-4222203.651995319
417840.0,15363928.510570554,-21284846.88069874,-4035281.1683470765
417900.0,15396582.576763012,-21295980.7252815,-3848049.524271534
417960.0,15428258.6496362,-21306172.392579652,-3660523.0660980763
418020.0,15458963.198820643,-21315412.774382968,-3472716.162632078
418080.0,15488702.829073422,-21323692.87444402,-3284643.204050931
418140.0,15517484.278911276,-21331003.81016975,-3096318.6007990874
418200.0,15545314.419220302,-21337336.814295243,-2907756.7824810427
418260.0,15572200.251843372,-21342683.236538544,-2718972.196752973
418320.0,15598148.908146858,-21347034.545235325,-2529979.308213173
418380.0,15623167.64756434,-21350382.328954987,-2340792.597291127
418440.0,15647263.85611889,-21352718.29809699,-2151426.5591354724
418500.0,15670445.044925524,-21354034.286466043,-1961895.7025007268
418560.0,15692718.84867129,-21354322.25282812,-1772214.54863306
418620.0,15714093.024075292,-21353574.282445274,-1582397.6301553121
418680.0,15734575.448328568,-21351782.5885895,-1392459.4899508238
418740.0,15754174.117512783,-21348939.514036153,-1202414.6800470299
418800.0,15772897.145001007,-21345037.532534655,-1012277.7604978172
418860.0,15790752.759837247,-21340069.250258632,-822063.2982657353
418920.0,15807749.305096883,-21334027.407234147,-631785.8661035395
418980.0,15823895.236229448,-21326904.87874465,-441460.0414353803
419040.0,15839199.11938137,-21318694.676714644,-251100.40523764145
419100.0,15853669.629700318,-21309389.951070584,-60721.54091963961
419160.0,15867315.54962284,-21298983.991077915,129661.9667959538
419220.0,15880145.767142601,-21287470.226656158,320035.53299249226
419280.0,15892169.27406215,-21274842.229669884,510384.57367916394
419340.0,15903395.164227089,-21261093.715196382,700694.5069099996
419400.0,15913832.631743012,-21246218.54276985,890950.7539032814
419460.0,15923490.969177185,-21230210.71760051,1081138.740160361
419520.0,15932379.565742658,-21213064.39177059,1271243.8965840666
419580.0,15940507.9054665,-21194773.86540567,1461251.6605968294
419640.0,15947885.565343732,-21175333.587820552,1651147.477258045
419700.0,15954522.213474706,-21154738.15864116,1840916.8003809778
419760.0,15960427.607187305,-21132982.32890155,2030545.0936485725
419820.0,15965611.591146253,-21110061.002114452,2220017.831729033
419880.0,15970084.095446488,-21085969.235317532,2409320.5013900436
419940.0,15973855.13369252,-21060702.240094133,2598438.60261191
420000.0,15976934.80106583,-21034255.383566983,2787357.6497001206
420060.0,15979333.272377204,-21006624.189367328,2976063.1723962408
420120.0,15981060.800106976,-20977804.338577125,3164540.716987849
420180.0,15982127.712432709,-20947791.670645144,3352775.847417056
420240.0,15982544.411243688,-20916582.18427711,3540754.1463873982
420300.0,15982321.370145353,-20884172.038297992,3728461.216469728
420360.0,15981469.13245041,-20850557.55248875,3915882.681205905
420420.0,15979998.309158968,-20815735.208396118,4103004.1862110873
420480.0,15977919.576929264,-20779701.650114045,4289811.400274569
420540.0,15975243.67603624,-20742453.68503947,4476290.016458077
420600.0,15971981.408320187,-20703988.28460039,4662425.75319262
420660.0,15968143.635126919,-20664302.58495558,4848204.355373219
420720.0,15963741.275237001,-20623393.887667883,5033611.595451537
420780.0,15958785.30278669,-20581259.66034923,5218633.27452623
420840.0,15953286.745180074,-20537897.537277926,5403255.223431043
420900.0,15947256.68099231,-20493305.31998847,5587463.303820667
420960.0,15940706.237866174,-20447480.977832332,5771243.409253973
421020.0,15933646.590399843,-20400422.64851161,5954581.466274856
421080.0,15926088.958027363,-20352128.638584398,6137463.435490488
421140.0,15918044.602893554,-20302597.423941035,6319875.312646633
421200.0,15909524.82772109,-20251827.65025286,6501803.129700388
421260.0,15900540.973671667,-20199818.133392345,6683232.955890288
421320.0,15891104.418202393,-20146567.859824095,6864150.898802888
421380.0,15881226.572915591,-20092075.986968007,7044543.1054367935
421440.0,15870918.881404411,-20036341.843533207,7224395.763263458
421500.0,15860192.81709296,-19979364.929823972,7403695.101284762
421560.0,15849059.88107355,-19921144.918015733,7582427.391087265
421620.0,15837531.599938735,-19861681.652403314,7760578.947893239
421680.0,15825619.523610733,-19800975.14961964,7938136.131608286
421740.0,15813335.223166723,-19739025.59882628,8115085.34786521
421800.0,15800690.288662966,-19675833.361873873,8291413.0490645
421860.0,15787696.32695526,-19611398.973434497,8467105.735411158
421920.0,15774364.959517442,-19545723.14110518,8642149.955947664
421980.0,15760707.8202595,-19478806.745481215,8816532.309583249
422040.0,15746736.553343214,-19410650.84020164,8990239.446119007
422100.0,15732462.81099705,-19341256.65196546,9163258.067269396
422160.0,15717898.251331732,-19270625.580518052,9335574.92767927
422220.0,15703054.536154421,-19198759.198609285,9507176.835937135
422280.0,15687943.328783903,-19125659.25192238,9678050.655583972
422340.0,15672576.291866334,-19051327.65897367,9848183.306117633
422400.0,15656965.085191602,-18975766.510983597,10017561.763993347
422460.0,15641121.363512244,-18898978.071717985,10186173.06361924
422520.0,15625056.774363127,-18820964.77730112,10354004.29834762
422580.0,15608782.955883294,-18741729.235999916,10521042.621461643
422640.0,15592311.53464156,-18661274.227978166,10687275.247157218
422700.0,15575654.123463921,-18579602.705022953,10852689.451520246
422760.0,15558822.319264257,-18496717.79024227,11017272.57349892
422820.0,15541827.70088001,-18412622.777732644,11181012.015871355
422880.0,15524681.82691054,-18327321.132219497,11343895.246207979
422940.0,15507396.233560614,-18240816.488668095,11505909.797828883
423000.0,15489982.43248887,-18153112.651865795,11667043.270756429
423060.0,15472451.908660688,-18064213.595976505,11827283.332662253
423120.0,15454816.118208002,-17974123.46406554,11986617.719809145
423180.0,15437086.486293957,-17882846.56759703,12145034.237987725
423240.0,15419274.404983787,-17790387.38590317,12302520.763447449
423300.0,15401391.231123682,-17696750.565624036,12459065.243822468
423360.0,15383448.284225453,-17601940.92012068,12614655.699051622
423420.0,15365456.844358746,-17505963.428859733,12769280.222293148
423480.0,15347428.15005206,-17408823.23676959,12922926.980833346
423540.0,15329373.396200793,-17310525.653569575,13075584.216989782
423600.0,15311303.731984548,-17211076.153070826,13227240.24900865
423660.0,15293230.258792493,-17110480.372450463,13377883.471955992
423720.0,15275164.028159339,-17008744.111496925,13527502.358603342
423780.0,15257116.039709585,-16905873.331829403,13676085.460307013
423840.0,15239097.239112552,-16801874.156089067,13823621.407881603
423900.0,15221118.5160469,-16696752.867104363,13970098.912466992
423960.0,15203190.702177148,-16590515.907027908,14115506.766389484
424020.0,15185324.569140088,-16483169.876447704,14259833.844016576
424080.0,15167530.82654247,-16374721.533472087,14403069.10260508
424140.0,15149820.119971663,-16265177.792786703,14545201.58314329
424200.0,15132203.029017149,-16154545.724686585,14686220.411186378
424260.0,15114690.065304572,-16042832.554081844,14826114.79768547
424320.0,15097291.670543412,-15930045.65947672,14964874.039809804
424380.0,15080018.214586768,-15816192.57192354,15102487.521762663
424440.0,15062879.99350499,-15701280.973950945,15238944.7155902
424500.0,15045887.227673138,-15585318.698466279,15374235.181983758
424560.0,15029050.059871994,-15468313.72763367,15508348.57107522
424620.0,15012378.553404547,-15350274.19172559,15641274.623225559
424680.0,14995882.69022618,-15231208.36795101,15773003.16980621
424740.0,14979572.369090062,-15111124.679258376,15903524.133973772
424800.0,14963457.403708816,-14990031.693113504,16032827.531437397
424860.0,14947547.520930909,-14867938.12025408,16160903.471219143
424920.0,14931852.358933063,-14744852.813420244,16287742.156407047
424980.0,14916381.465430059,-14620784.766060105,16413333.88490117
425040.0,14901144.29589996,-14495743.111013148,16537669.05015208
425100.0,14886150.211826922,-14369737.11916931,16660738.141892198
425160.0,14871408.478961252,-14242776.198105194,16782531.746859677
425220.0,14856928.265596494,-14114869.890697673,16903040.54951483
425280.0,14842718.640865328,-13986027.873714037,17022255.332748972
425340.0,14828788.573052786,-13856259.95638044,17140166.97858581
425400.0,14815146.927927893,-13725576.078928076,17256766.46887521
425460.0,14801802.467094893,-13593986.311116789,17372044.885979187
425520.0,14788763.846362611,-13461500.85073746,17485993.413450375
425580.0,14776039.614133157,-13328130.022093464,17598603.336702507
425640.0,14763638.209811028,-13193884.27445941,17709866.043673348
425700.0,14751567.962231074,-13058774.180520635,17819773.025479455
425760.0,14739837.088107219,-12922810.434790857,17928315.87706331
425820.0,14728453.69050101,-12786003.852010239,18035486.29783241
425880.0,14717425.757311612,-12648365.365522679,18141276.09229013
425940.0,14706761.159786005,-12509906.025633529,18245677.170658953
426000.0,14696467.651050724,-12370636.997947756,18348681.54949527
426060.0,14686552.864664583,-12230569.561689155,18450281.352296147
426120.0,14677024.313193893,-12089715.107999641,18550468.81009795
426180.0,14667889.386808883,-11948085.13822059,18649236.262066685
426240.0,14659155.351902246,-11805691.262155892,18746576.156080108
426300.0,14650829.349730803,-11662545.196316095,18842481.049301427
426360.0,14642918.395079175,-11518658.76214515,18936943.60874482
426420.0,14635429.374946173,-11374043.884230196,19029956.6118324
426480.0,14628369.047255162,-11228712.588492814,19121512.946942803
426540.0,14621744.039586801,-11082677.000364553,19211605.613951303
426600.0,14615560.847935785,-10935949.342945369,19300227.72476139
426660.0,14609825.835491363,-10788541.935145563,19387372.5038278
426720.0,14604545.231441371,-10640467.189812401,19473033.288671006
426780.0,14599725.129801229,-10491737.611840092,19557203.530382954
426840.0,14595371.488266597,-10342365.79626525,19639876.79412425
426900.0,14591490.127090666,-10192364.426347189,19721046.75961264
426960.0,14588086.727986759,-10041746.27163312,19800707.22160256
427020.0,14585166.83305537,-9890524.18600911,19878852.090356275
427080.0,14582735.843736218,-9738711.105737709,19955475.39210585
427140.0,14580799.019786296,-9586320.047480708,20030571.269506454
